audit_id,flight_date,station_code,handler_name,turnaround_target_mins,turnaround_actual_mins,turnaround_variance_mins,is_on_time,baggage_delay_mins,safety_incident_flag
72053,2025-04-09 00:00:00,JFK,Menzies,120,59,-61,t,16,f
72054,2025-11-28 00:00:00,LHR,Menzies,60,78,18,f,28,f
72055,2025-07-05 00:00:00,YUL,Swissport,60,106,46,f,6,f
72056,2025-11-04 00:00:00,DXB,WFS,90,65,-25,t,0,f
72057,2025-05-25 00:00:00,SIN,dnata,120,67,-53,t,16,f
72058,2025-05-27 00:00:00,LHR,Menzies,120,85,-35,t,4,f
72059,2025-12-16 00:00:00,YUL,Menzies,60,60,0,t,19,f
72060,2025-08-31 00:00:00,DXB,dnata,60,42,-18,t,22,f
72061,2025-04-07 00:00:00,DXB,dnata,120,65,-55,t,15,f
72062,2025-07-20 00:00:00,JFK,Menzies,120,66,-54,t,0,f
72063,2025-12-22 00:00:00,SIN,WFS,60,71,11,f,17,t
72064,2025-09-22 00:00:00,FRA,WFS,120,58,-62,t,17,f
72065,2025-07-15 00:00:00,DXB,dnata,60,69,9,f,24,f
72066,2025-12-13 00:00:00,YUL,Menzies,60,84,24,f,8,f
72067,2025-06-20 00:00:00,LHR,Swissport,45,46,1,f,13,f
72068,2025-07-19 00:00:00,FRA,Swissport,90,96,6,f,26,f
72069,2025-06-10 00:00:00,LHR,WFS,60,52,-8,t,17,f
72070,2025-09-21 00:00:00,JFK,Menzies,60,91,31,f,15,f
72071,2025-08-02 00:00:00,LHR,WFS,120,85,-35,t,21,f
72072,2025-06-16 00:00:00,YUL,Menzies,120,74,-46,t,24,f
72073,2025-05-21 00:00:00,FRA,dnata,60,53,-7,t,17,f
72074,2025-10-11 00:00:00,FRA,Swissport,90,63,-27,t,5,f
72075,2025-07-25 00:00:00,LHR,Menzies,90,43,-47,t,20,f
72076,2025-06-05 00:00:00,LHR,Swissport,90,73,-17,t,10,f
72077,2025-04-02 00:00:00,JFK,dnata,45,60,15,f,24,f
72078,2025-12-23 00:00:00,NRT,WFS,60,81,21,f,2,f
72079,2025-12-11 00:00:00,FRA,Menzies,90,54,-36,t,25,f
72080,2025-02-16 00:00:00,FRA,Menzies,45,68,23,f,8,f
72081,2025-05-16 00:00:00,FRA,Swissport,90,75,-15,t,16,f
72082,2025-10-06 00:00:00,NRT,WFS,60,69,9,f,16,f
72083,2025-11-09 00:00:00,JFK,Menzies,45,45,0,t,16,f
72084,2025-10-10 00:00:00,FRA,Swissport,45,44,-1,t,6,f
72085,2025-09-21 00:00:00,JFK,WFS,45,79,34,f,23,f
72086,2025-07-23 00:00:00,DXB,WFS,90,38,-52,t,16,f
72087,2025-04-04 00:00:00,FRA,Menzies,120,58,-62,t,24,f
72088,2025-10-20 00:00:00,JFK,Menzies,60,52,-8,t,19,f
72089,2025-04-25 00:00:00,JFK,Menzies,60,63,3,f,15,f
72090,2025-12-23 00:00:00,YUL,Menzies,120,50,-70,t,8,f
72091,2025-12-29 00:00:00,NRT,Swissport,90,50,-40,t,16,f
72092,2025-04-16 00:00:00,NRT,Menzies,45,69,24,f,23,f
72093,2025-04-07 00:00:00,DXB,Menzies,60,91,31,f,25,f
72094,2025-12-09 00:00:00,FRA,Menzies,90,80,-10,t,19,f
72095,2025-09-10 00:00:00,FRA,Menzies,90,58,-32,t,21,f
72096,2025-01-08 00:00:00,NRT,dnata,90,34,-56,t,15,f
72097,2025-11-08 00:00:00,JFK,dnata,90,57,-33,t,16,f
72098,2025-10-07 00:00:00,SIN,Swissport,45,54,9,f,3,f
72099,2025-05-14 00:00:00,YUL,WFS,90,57,-33,t,13,f
72100,2025-02-15 00:00:00,LHR,WFS,60,72,12,f,14,f
72101,2025-06-28 00:00:00,YUL,Menzies,120,63,-57,t,13,f
72102,2025-11-29 00:00:00,NRT,Menzies,120,94,-26,t,26,f
72103,2025-11-04 00:00:00,NRT,dnata,60,62,2,f,8,f
72104,2025-02-14 00:00:00,YUL,Swissport,45,65,20,f,14,f
72105,2025-01-18 00:00:00,LHR,Menzies,90,70,-20,t,12,t
72106,2025-12-30 00:00:00,JFK,WFS,90,51,-39,t,17,f
72107,2025-12-02 00:00:00,SIN,Swissport,120,73,-47,t,21,f
72108,2025-12-23 00:00:00,YUL,dnata,120,66,-54,t,17,f
72109,2025-03-23 00:00:00,LHR,WFS,60,78,18,f,7,f
72110,2025-05-25 00:00:00,JFK,Swissport,120,62,-58,t,14,f
72111,2025-10-20 00:00:00,DXB,Swissport,90,77,-13,t,0,f
72112,2025-12-31 00:00:00,NRT,Swissport,60,48,-12,t,17,f
72113,2025-06-13 00:00:00,DXB,Swissport,90,52,-38,t,14,f
72114,2025-11-29 00:00:00,DXB,dnata,90,61,-29,t,13,f
72115,2025-03-29 00:00:00,YUL,Swissport,60,67,7,f,12,f
72116,2025-05-30 00:00:00,JFK,Menzies,120,61,-59,t,24,f
72117,2025-06-23 00:00:00,SIN,Menzies,90,77,-13,t,25,f
72118,2025-03-17 00:00:00,LHR,Swissport,60,63,3,f,24,f
72119,2025-04-16 00:00:00,JFK,Swissport,45,57,12,f,0,f
72120,2025-10-01 00:00:00,JFK,Swissport,45,79,34,f,12,f
72121,2025-07-17 00:00:00,LHR,Menzies,120,67,-53,t,30,f
72122,2025-07-14 00:00:00,SIN,Menzies,120,68,-52,t,11,f
72123,2025-08-08 00:00:00,DXB,Menzies,120,49,-71,t,8,f
72124,2025-11-05 00:00:00,NRT,Swissport,60,77,17,f,16,f
72125,2025-05-08 00:00:00,SIN,dnata,90,47,-43,t,31,f
72126,2025-01-04 00:00:00,LHR,Menzies,120,88,-32,t,6,f
72127,2025-05-10 00:00:00,SIN,dnata,90,66,-24,t,22,f
72128,2025-07-25 00:00:00,DXB,WFS,90,66,-24,t,16,f
72129,2025-09-16 00:00:00,LHR,WFS,120,75,-45,t,17,f
72130,2025-10-07 00:00:00,LHR,Menzies,90,56,-34,t,6,t
72131,2025-10-22 00:00:00,NRT,Menzies,45,71,26,f,11,f
72132,2025-06-06 00:00:00,DXB,Swissport,120,68,-52,t,12,f
72133,2025-12-03 00:00:00,YUL,Menzies,90,74,-16,t,31,f
72134,2025-01-07 00:00:00,DXB,WFS,90,98,8,f,7,f
72135,2025-12-03 00:00:00,YUL,Swissport,45,71,26,f,12,f
72136,2025-12-14 00:00:00,FRA,Menzies,45,73,28,f,7,f
72137,2025-07-12 00:00:00,YUL,WFS,60,49,-11,t,2,f
72138,2025-05-05 00:00:00,DXB,Menzies,45,64,19,f,25,f
72139,2025-09-08 00:00:00,SIN,dnata,120,43,-77,t,20,f
72140,2025-12-29 00:00:00,LHR,WFS,90,60,-30,t,9,f
72141,2025-07-23 00:00:00,YUL,Swissport,45,63,18,f,13,f
72142,2025-11-08 00:00:00,DXB,dnata,60,74,14,f,8,f
72143,2025-04-04 00:00:00,YUL,Menzies,45,84,39,f,6,f
72144,2025-08-11 00:00:00,JFK,WFS,120,45,-75,t,16,f
72145,2025-02-25 00:00:00,SIN,Swissport,90,54,-36,t,18,f
72146,2025-05-25 00:00:00,LHR,dnata,120,58,-62,t,14,f
72147,2025-03-30 00:00:00,LHR,dnata,45,66,21,f,11,f
72148,2025-05-08 00:00:00,LHR,dnata,120,83,-37,t,17,f
72149,2025-10-14 00:00:00,JFK,Menzies,60,94,34,f,20,f
72150,2025-07-24 00:00:00,NRT,Menzies,60,64,4,f,14,f
72151,2025-11-12 00:00:00,JFK,Menzies,90,62,-28,t,8,f
72152,2025-11-28 00:00:00,YUL,Menzies,45,49,4,f,8,f
72153,2025-08-03 00:00:00,FRA,Swissport,120,79,-41,t,8,f
72154,2025-11-05 00:00:00,YUL,Menzies,90,68,-22,t,9,f
72155,2025-03-04 00:00:00,DXB,Menzies,60,57,-3,t,16,f
72156,2025-07-22 00:00:00,SIN,dnata,120,65,-55,t,20,f
72157,2025-06-03 00:00:00,LHR,WFS,90,87,-3,t,27,f
72158,2025-01-03 00:00:00,LHR,Menzies,90,59,-31,t,10,f
72159,2025-10-04 00:00:00,JFK,Menzies,90,65,-25,t,3,f
72160,2025-08-23 00:00:00,YUL,dnata,60,54,-6,t,5,f
72161,2025-07-30 00:00:00,LHR,WFS,90,80,-10,t,18,f
72162,2025-04-21 00:00:00,DXB,Swissport,120,50,-70,t,4,f
72163,2025-06-14 00:00:00,SIN,WFS,90,79,-11,t,24,f
72164,2025-09-11 00:00:00,DXB,dnata,60,60,0,t,20,f
72165,2025-10-08 00:00:00,FRA,WFS,45,78,33,f,0,f
72166,2025-03-01 00:00:00,DXB,Menzies,90,80,-10,t,25,f
72167,2025-05-15 00:00:00,DXB,Swissport,45,69,24,f,21,f
72168,2025-01-06 00:00:00,YUL,Menzies,120,67,-53,t,20,f
72169,2025-10-02 00:00:00,SIN,WFS,90,55,-35,t,6,f
72170,2025-12-04 00:00:00,SIN,Swissport,45,48,3,f,16,f
72171,2025-08-05 00:00:00,LHR,Menzies,45,50,5,f,21,f
72172,2025-09-22 00:00:00,SIN,Swissport,90,44,-46,t,0,f
72173,2025-04-01 00:00:00,FRA,Menzies,90,54,-36,t,23,f
72174,2025-04-15 00:00:00,YUL,Menzies,120,51,-69,t,21,f
72175,2025-05-19 00:00:00,JFK,WFS,90,94,4,f,8,f
72176,2025-09-20 00:00:00,NRT,dnata,60,76,16,f,12,f
72177,2025-07-22 00:00:00,FRA,Menzies,120,70,-50,t,10,f
72178,2025-09-07 00:00:00,LHR,WFS,120,84,-36,t,18,f
72179,2025-01-31 00:00:00,SIN,Menzies,45,74,29,f,9,f
72180,2025-05-05 00:00:00,YUL,dnata,60,66,6,f,8,f
72181,2025-06-18 00:00:00,SIN,Menzies,120,71,-49,t,7,f
72182,2025-07-28 00:00:00,JFK,Menzies,120,54,-66,t,6,f
72183,2025-09-22 00:00:00,NRT,Menzies,90,78,-12,t,12,f
72184,2025-07-21 00:00:00,NRT,Menzies,120,63,-57,t,23,f
72185,2025-02-27 00:00:00,DXB,Swissport,90,75,-15,t,25,f
72186,2025-04-23 00:00:00,LHR,Menzies,120,57,-63,t,29,f
72187,2025-09-23 00:00:00,FRA,WFS,45,64,19,f,17,f
72188,2025-06-21 00:00:00,LHR,dnata,120,53,-67,t,24,f
72189,2025-06-09 00:00:00,LHR,dnata,45,80,35,f,9,f
72190,2025-02-25 00:00:00,NRT,Swissport,60,63,3,f,19,f
72191,2025-07-22 00:00:00,YUL,Menzies,45,54,9,f,19,f
72192,2025-07-19 00:00:00,JFK,Menzies,60,62,2,f,14,f
72193,2025-10-20 00:00:00,YUL,Menzies,120,48,-72,t,3,f
72194,2025-11-28 00:00:00,YUL,Swissport,90,78,-12,t,15,f
72195,2025-04-17 00:00:00,SIN,Menzies,120,52,-68,t,11,f
72196,2025-03-15 00:00:00,DXB,WFS,45,87,42,f,10,f
72197,2025-10-21 00:00:00,JFK,Swissport,120,60,-60,t,17,f
72198,2025-02-22 00:00:00,FRA,Menzies,90,108,18,f,15,f
72199,2025-05-11 00:00:00,NRT,Menzies,90,54,-36,t,18,f
72200,2025-09-20 00:00:00,YUL,Menzies,90,75,-15,t,12,f
72201,2025-01-28 00:00:00,LHR,Menzies,45,82,37,f,11,f
72202,2025-03-28 00:00:00,YUL,Menzies,90,96,6,f,16,f
72203,2025-11-07 00:00:00,JFK,Swissport,45,65,20,f,4,f
72204,2025-11-13 00:00:00,DXB,Menzies,120,71,-49,t,15,f
72205,2025-11-23 00:00:00,JFK,dnata,90,59,-31,t,12,f
72206,2025-10-29 00:00:00,DXB,Swissport,45,79,34,f,18,f
72207,2025-04-08 00:00:00,FRA,Menzies,120,83,-37,t,15,f
72208,2025-09-21 00:00:00,JFK,Menzies,45,58,13,f,30,f
72209,2025-07-23 00:00:00,FRA,dnata,120,90,-30,t,17,f
72210,2025-08-15 00:00:00,NRT,dnata,120,95,-25,t,12,f
72211,2025-07-14 00:00:00,YUL,Swissport,45,42,-3,t,19,f
72212,2025-04-09 00:00:00,DXB,Menzies,45,52,7,f,1,f
72213,2025-03-22 00:00:00,FRA,Menzies,60,83,23,f,30,f
72214,2025-06-15 00:00:00,NRT,dnata,45,61,16,f,8,f
72215,2025-05-23 00:00:00,LHR,dnata,45,38,-7,t,10,f
72216,2025-09-20 00:00:00,FRA,WFS,90,49,-41,t,21,f
72217,2025-05-21 00:00:00,YUL,Menzies,120,45,-75,t,14,f
72218,2025-11-30 00:00:00,LHR,Menzies,90,60,-30,t,22,f
72219,2025-12-13 00:00:00,DXB,WFS,45,46,1,f,4,f
72220,2025-01-21 00:00:00,YUL,Swissport,60,75,15,f,18,f
72221,2025-07-31 00:00:00,YUL,Menzies,60,61,1,f,16,f
72222,2025-10-01 00:00:00,LHR,Menzies,120,61,-59,t,18,f
72223,2025-01-25 00:00:00,NRT,dnata,120,72,-48,t,20,f
72224,2025-09-26 00:00:00,SIN,Menzies,90,35,-55,t,17,f
72225,2025-04-17 00:00:00,NRT,Menzies,45,63,18,f,0,f
72226,2025-08-23 00:00:00,NRT,Swissport,120,89,-31,t,5,f
72227,2025-11-25 00:00:00,YUL,Menzies,60,42,-18,t,18,f
72228,2025-03-13 00:00:00,FRA,Swissport,60,53,-7,t,2,f
72229,2025-10-22 00:00:00,SIN,dnata,90,77,-13,t,19,f
72230,2025-03-13 00:00:00,DXB,Swissport,60,54,-6,t,11,f
72231,2025-03-13 00:00:00,LHR,Menzies,120,54,-66,t,10,f
72232,2025-08-06 00:00:00,LHR,Swissport,45,56,11,f,10,f
72233,2025-11-24 00:00:00,LHR,Menzies,90,47,-43,t,19,f
72234,2025-10-02 00:00:00,FRA,dnata,90,57,-33,t,6,f
72235,2025-10-23 00:00:00,NRT,dnata,120,50,-70,t,27,f
72236,2025-10-20 00:00:00,FRA,Swissport,120,79,-41,t,4,f
72237,2025-09-17 00:00:00,FRA,Menzies,60,60,0,t,17,f
72238,2025-11-21 00:00:00,LHR,dnata,60,71,11,f,21,f
72239,2025-01-08 00:00:00,SIN,Swissport,120,37,-83,t,26,f
72240,2025-02-22 00:00:00,LHR,dnata,45,79,34,f,13,f
72241,2025-11-18 00:00:00,JFK,WFS,120,84,-36,t,14,t
72242,2025-09-22 00:00:00,DXB,Menzies,45,70,25,f,21,f
72243,2025-02-10 00:00:00,SIN,Menzies,60,70,10,f,5,f
72244,2025-11-13 00:00:00,SIN,WFS,45,58,13,f,8,f
72245,2025-05-02 00:00:00,JFK,Swissport,60,69,9,f,19,f
72246,2025-07-14 00:00:00,LHR,dnata,90,59,-31,t,21,f
72247,2025-06-28 00:00:00,YUL,WFS,60,48,-12,t,21,f
72248,2025-03-20 00:00:00,FRA,dnata,120,78,-42,t,30,f
72249,2025-04-06 00:00:00,DXB,dnata,60,77,17,f,23,f
72250,2025-08-06 00:00:00,NRT,Menzies,45,50,5,f,16,f
72251,2025-06-06 00:00:00,JFK,WFS,90,76,-14,t,14,f
72252,2025-04-25 00:00:00,SIN,Swissport,60,57,-3,t,11,f
72253,2025-11-19 00:00:00,SIN,Menzies,60,58,-2,t,21,f
72254,2025-07-18 00:00:00,LHR,Swissport,90,45,-45,t,21,f
72255,2025-05-18 00:00:00,NRT,Menzies,60,85,25,f,24,f
72256,2025-11-29 00:00:00,FRA,Swissport,60,58,-2,t,14,f
72257,2025-08-25 00:00:00,NRT,dnata,120,81,-39,t,19,f
72258,2025-07-10 00:00:00,LHR,Menzies,90,56,-34,t,12,f
72259,2025-01-17 00:00:00,SIN,Swissport,45,53,8,f,20,f
72260,2025-09-18 00:00:00,LHR,Menzies,45,40,-5,t,14,f
72261,2025-04-27 00:00:00,FRA,Menzies,120,51,-69,t,18,f
72262,2025-07-07 00:00:00,LHR,WFS,120,62,-58,t,18,f
72263,2025-07-01 00:00:00,DXB,Swissport,60,86,26,f,14,f
72264,2025-10-12 00:00:00,LHR,WFS,60,29,-31,t,6,f
72265,2025-05-23 00:00:00,DXB,dnata,45,64,19,f,10,f
72266,2025-04-04 00:00:00,LHR,dnata,90,47,-43,t,8,f
72267,2025-10-05 00:00:00,NRT,WFS,120,65,-55,t,16,f
72268,2025-06-17 00:00:00,YUL,dnata,60,74,14,f,12,f
72269,2025-04-06 00:00:00,YUL,WFS,120,81,-39,t,20,t
72270,2025-08-05 00:00:00,NRT,Menzies,60,56,-4,t,24,f
72271,2025-09-01 00:00:00,NRT,WFS,45,49,4,f,18,f
72272,2025-11-04 00:00:00,NRT,Swissport,45,77,32,f,16,f
72273,2025-08-08 00:00:00,LHR,Menzies,120,63,-57,t,25,f
72274,2025-05-25 00:00:00,NRT,WFS,120,33,-87,t,6,f
72275,2025-11-30 00:00:00,YUL,WFS,60,63,3,f,16,f
72276,2025-04-19 00:00:00,DXB,Menzies,60,59,-1,t,17,f
72277,2025-11-01 00:00:00,YUL,WFS,45,73,28,f,6,f
72278,2025-03-24 00:00:00,NRT,Menzies,90,90,0,t,0,f
72279,2025-04-19 00:00:00,SIN,Swissport,120,61,-59,t,9,f
72280,2025-03-18 00:00:00,NRT,dnata,45,78,33,f,13,f
72281,2025-05-23 00:00:00,NRT,Swissport,120,66,-54,t,19,f
72282,2025-09-09 00:00:00,FRA,Menzies,120,94,-26,t,17,f
72283,2025-10-21 00:00:00,SIN,Menzies,45,70,25,f,19,f
72284,2025-05-18 00:00:00,JFK,Menzies,45,80,35,f,4,f
72285,2025-05-24 00:00:00,YUL,Menzies,90,70,-20,t,21,f
72286,2025-01-04 00:00:00,JFK,dnata,120,48,-72,t,22,f
72287,2025-12-23 00:00:00,DXB,Menzies,120,63,-57,t,7,f
72288,2025-11-29 00:00:00,JFK,Swissport,90,76,-14,t,24,f
72289,2025-08-19 00:00:00,YUL,Swissport,45,78,33,f,19,f
72290,2025-02-14 00:00:00,LHR,Swissport,60,33,-27,t,15,f
72291,2025-02-20 00:00:00,YUL,Menzies,60,34,-26,t,15,f
72292,2025-11-30 00:00:00,JFK,dnata,120,57,-63,t,2,f
72293,2025-05-18 00:00:00,YUL,Menzies,60,73,13,f,11,f
72294,2025-09-11 00:00:00,SIN,WFS,120,60,-60,t,16,f
72295,2025-05-06 00:00:00,NRT,dnata,45,53,8,f,20,f
72296,2025-04-18 00:00:00,LHR,dnata,90,44,-46,t,3,f
72297,2025-09-23 00:00:00,SIN,Menzies,120,87,-33,t,4,f
72298,2025-12-23 00:00:00,NRT,Menzies,90,87,-3,t,21,f
72299,2025-03-06 00:00:00,JFK,Menzies,90,73,-17,t,7,f
72300,2025-01-02 00:00:00,FRA,Menzies,120,40,-80,t,23,f
72301,2025-10-17 00:00:00,JFK,Menzies,60,51,-9,t,16,f
72302,2025-09-20 00:00:00,FRA,Menzies,120,49,-71,t,14,f
72303,2025-10-13 00:00:00,JFK,Menzies,45,59,14,f,13,f
72304,2025-10-12 00:00:00,SIN,Menzies,120,67,-53,t,6,f
72305,2025-07-25 00:00:00,SIN,Swissport,90,62,-28,t,19,f
72306,2025-08-13 00:00:00,FRA,Menzies,120,81,-39,t,14,f
72307,2025-01-01 00:00:00,FRA,dnata,45,76,31,f,23,f
72308,2025-04-26 00:00:00,YUL,Swissport,45,110,65,f,8,f
72309,2025-10-13 00:00:00,JFK,WFS,120,101,-19,t,19,f
72310,2025-05-03 00:00:00,SIN,Menzies,45,61,16,f,13,f
72311,2025-04-09 00:00:00,LHR,Swissport,60,30,-30,t,6,f
72312,2025-07-30 00:00:00,NRT,Swissport,45,51,6,f,16,f
72313,2025-09-29 00:00:00,JFK,Menzies,120,87,-33,t,16,f
72314,2025-10-13 00:00:00,YUL,Menzies,60,96,36,f,16,f
72315,2025-12-21 00:00:00,NRT,Menzies,120,44,-76,t,6,f
72316,2025-06-14 00:00:00,JFK,WFS,90,70,-20,t,18,f
72317,2025-11-19 00:00:00,DXB,WFS,90,70,-20,t,14,f
72318,2025-11-09 00:00:00,JFK,dnata,90,76,-14,t,5,f
72319,2025-04-11 00:00:00,DXB,dnata,60,86,26,f,16,f
72320,2025-12-09 00:00:00,JFK,Menzies,45,59,14,f,37,f
72321,2025-09-10 00:00:00,SIN,dnata,60,63,3,f,7,f
72322,2025-05-12 00:00:00,FRA,Menzies,90,55,-35,t,16,f
72323,2025-09-19 00:00:00,LHR,Menzies,120,80,-40,t,20,f
72324,2025-11-29 00:00:00,NRT,dnata,90,61,-29,t,9,f
72325,2025-01-31 00:00:00,FRA,Menzies,45,79,34,f,14,f
72326,2025-11-25 00:00:00,YUL,Menzies,120,42,-78,t,3,f
72327,2025-04-06 00:00:00,YUL,Menzies,45,54,9,f,0,f
72328,2025-12-14 00:00:00,SIN,Menzies,90,85,-5,t,11,f
72329,2025-05-27 00:00:00,JFK,Menzies,90,69,-21,t,6,f
72330,2025-05-05 00:00:00,FRA,Menzies,90,53,-37,t,0,f
72331,2025-07-14 00:00:00,LHR,Menzies,90,45,-45,t,16,f
72332,2025-10-22 00:00:00,YUL,Menzies,120,82,-38,t,11,t
72334,2025-12-12 00:00:00,NRT,Menzies,90,57,-33,t,9,f
72335,2025-05-02 00:00:00,JFK,Menzies,90,72,-18,t,21,f
72336,2025-01-01 00:00:00,YUL,WFS,120,59,-61,t,13,f
72337,2025-08-08 00:00:00,LHR,Menzies,45,52,7,f,24,f
72338,2025-09-22 00:00:00,NRT,Menzies,60,73,13,f,20,f
72339,2025-05-23 00:00:00,SIN,Menzies,120,50,-70,t,17,f
72340,2025-12-06 00:00:00,FRA,dnata,45,70,25,f,17,f
72341,2025-01-07 00:00:00,DXB,dnata,90,66,-24,t,19,f
72342,2025-04-18 00:00:00,DXB,WFS,90,90,0,t,10,f
72343,2025-01-12 00:00:00,DXB,WFS,60,73,13,f,14,f
72344,2025-02-15 00:00:00,DXB,Menzies,60,60,0,t,12,f
72345,2025-12-25 00:00:00,NRT,Menzies,90,40,-50,t,18,f
72346,2025-06-01 00:00:00,FRA,WFS,120,59,-61,t,19,f
72347,2025-06-01 00:00:00,JFK,dnata,90,64,-26,t,8,f
72348,2025-03-21 00:00:00,DXB,dnata,120,54,-66,t,8,f
72349,2025-09-07 00:00:00,DXB,dnata,45,73,28,f,18,f
72350,2025-01-08 00:00:00,YUL,Menzies,60,90,30,f,14,f
72351,2025-08-09 00:00:00,FRA,WFS,90,91,1,f,25,f
72352,2025-06-21 00:00:00,YUL,WFS,90,66,-24,t,6,f
72353,2025-06-16 00:00:00,SIN,Menzies,45,65,20,f,18,f
72354,2025-05-23 00:00:00,NRT,Menzies,90,98,8,f,8,f
72355,2025-06-18 00:00:00,JFK,WFS,120,69,-51,t,28,f
72356,2025-02-23 00:00:00,YUL,WFS,45,70,25,f,13,f
72357,2025-10-05 00:00:00,JFK,WFS,120,94,-26,t,13,f
72358,2025-03-30 00:00:00,FRA,Swissport,120,59,-61,t,0,f
72359,2025-01-22 00:00:00,DXB,WFS,45,63,18,f,11,f
72360,2025-06-30 00:00:00,NRT,dnata,45,86,41,f,23,f
72361,2025-09-14 00:00:00,YUL,Menzies,90,77,-13,t,21,f
72362,2025-12-30 00:00:00,LHR,Menzies,120,53,-67,t,17,f
72363,2025-07-18 00:00:00,FRA,Menzies,90,48,-42,t,16,f
72364,2025-07-10 00:00:00,DXB,Menzies,45,60,15,f,5,f
72365,2025-11-26 00:00:00,FRA,Swissport,45,71,26,f,26,f
72366,2025-08-12 00:00:00,LHR,Menzies,90,81,-9,t,1,f
72367,2025-12-06 00:00:00,SIN,WFS,60,51,-9,t,11,f
72368,2025-10-30 00:00:00,FRA,WFS,90,85,-5,t,18,f
72369,2025-02-10 00:00:00,SIN,Menzies,45,36,-9,t,10,f
72370,2025-12-11 00:00:00,SIN,Swissport,60,89,29,f,18,f
72371,2025-03-08 00:00:00,DXB,Swissport,45,18,-27,t,13,f
72372,2025-08-10 00:00:00,NRT,WFS,120,57,-63,t,14,f
72373,2025-12-09 00:00:00,DXB,WFS,90,57,-33,t,4,f
72374,2025-03-14 00:00:00,NRT,WFS,90,53,-37,t,13,f
72375,2025-10-07 00:00:00,JFK,dnata,45,65,20,f,7,f
72376,2025-12-19 00:00:00,LHR,Swissport,60,60,0,t,11,f
72377,2025-04-03 00:00:00,DXB,dnata,45,68,23,f,17,f
72378,2025-06-14 00:00:00,LHR,WFS,45,67,22,f,13,f
72379,2025-03-17 00:00:00,LHR,dnata,60,51,-9,t,0,f
72380,2025-12-22 00:00:00,NRT,Menzies,120,51,-69,t,14,f
72381,2025-04-07 00:00:00,YUL,WFS,60,63,3,f,23,f
72382,2025-09-02 00:00:00,YUL,Menzies,60,66,6,f,33,f
72383,2025-12-06 00:00:00,SIN,Swissport,45,72,27,f,25,f
72384,2025-02-14 00:00:00,FRA,Swissport,60,87,27,f,0,f
72385,2025-08-21 00:00:00,JFK,WFS,120,62,-58,t,6,f
72386,2025-07-31 00:00:00,JFK,Menzies,90,47,-43,t,7,f
72387,2025-06-28 00:00:00,FRA,Swissport,90,76,-14,t,13,f
72388,2025-09-15 00:00:00,YUL,WFS,60,87,27,f,19,f
72389,2025-02-22 00:00:00,FRA,Swissport,90,52,-38,t,0,f
72390,2025-04-03 00:00:00,DXB,WFS,90,79,-11,t,12,f
72391,2025-12-02 00:00:00,JFK,Swissport,120,60,-60,t,15,f
72392,2025-08-31 00:00:00,LHR,WFS,45,77,32,f,5,f
72393,2025-12-13 00:00:00,SIN,Swissport,90,75,-15,t,21,f
72394,2025-05-24 00:00:00,SIN,dnata,45,84,39,f,8,f
72395,2025-05-14 00:00:00,DXB,WFS,60,73,13,f,15,f
72396,2025-11-25 00:00:00,LHR,dnata,120,80,-40,t,22,f
72397,2025-02-09 00:00:00,FRA,WFS,60,64,4,f,16,f
72398,2025-07-11 00:00:00,LHR,dnata,90,47,-43,t,16,f
72399,2025-12-29 00:00:00,NRT,WFS,45,67,22,f,18,f
72400,2025-04-10 00:00:00,JFK,Menzies,90,76,-14,t,0,f
72401,2025-10-13 00:00:00,LHR,Swissport,90,78,-12,t,5,f
72402,2025-10-12 00:00:00,NRT,Swissport,120,75,-45,t,7,f
72403,2025-08-26 00:00:00,FRA,Menzies,120,49,-71,t,5,f
72404,2025-09-27 00:00:00,LHR,Swissport,45,58,13,f,18,f
72405,2025-03-28 00:00:00,SIN,Menzies,90,85,-5,t,10,f
72406,2025-09-24 00:00:00,YUL,Swissport,60,73,13,f,20,f
72407,2025-11-28 00:00:00,YUL,Swissport,60,57,-3,t,5,f
72408,2025-05-11 00:00:00,YUL,dnata,60,44,-16,t,1,f
72409,2025-02-05 00:00:00,YUL,WFS,120,62,-58,t,9,f
72410,2025-08-03 00:00:00,LHR,Menzies,120,64,-56,t,7,f
72411,2025-09-05 00:00:00,YUL,Swissport,90,43,-47,t,18,f
72412,2025-10-17 00:00:00,YUL,Menzies,45,69,24,f,5,f
72413,2025-01-11 00:00:00,NRT,dnata,45,36,-9,t,17,f
72414,2025-07-22 00:00:00,NRT,Swissport,120,77,-43,t,14,f
72415,2025-07-05 00:00:00,YUL,Menzies,90,60,-30,t,12,f
72416,2025-04-16 00:00:00,DXB,dnata,120,40,-80,t,21,f
72417,2025-06-30 00:00:00,JFK,Swissport,90,71,-19,t,22,f
72418,2025-07-31 00:00:00,JFK,Swissport,45,53,8,f,16,f
72419,2025-11-30 00:00:00,SIN,WFS,60,56,-4,t,22,f
72420,2025-10-03 00:00:00,LHR,WFS,120,86,-34,t,30,f
72421,2025-12-24 00:00:00,JFK,Menzies,120,51,-69,t,19,f
72422,2025-04-18 00:00:00,YUL,dnata,120,59,-61,t,14,f
72423,2025-12-29 00:00:00,JFK,Menzies,45,55,10,f,4,f
72424,2025-11-25 00:00:00,NRT,Menzies,45,53,8,f,0,f
72425,2025-06-17 00:00:00,NRT,Menzies,45,56,11,f,25,f
72426,2025-09-20 00:00:00,FRA,Menzies,120,68,-52,t,13,f
